id,link,title_name,score,scored_by,ranked,popularity,members,favorited,synonymns,japanese_name,english_name,german_name,french_name,spanish_name,item_type,episodes,status,airing_date,premier_date,broadcast_date,producers,licensors,studios,source,genres,themes,demographic,duration,age_rating,description,background
36101,https://myanimelist.net/anime/36101/Watashi_ga_Nakou_Hototogisu,Watashi ga Nakou Hototogisu,5.43,231,,17971,463,0,"Let Me Cry, Cuckoo Bird",わたしが鳴こうホトトギス,,,,,Music,1,Finished Airing,"Apr 3, 2017",,,"[""Virgin Babylon Records""]",[],"[""Onionskin""]",Original,[],"[""Music""]",,7 min.,PG-13 - Teens 13 or older,"A music video for Vampillia and Jun Togawa's song ""Watashi ga Nakou Hototogisu.""",
42618,https://myanimelist.net/anime/42618/White_Lily_Light,White Lily Light,5.43,116,,21357,243,0,,White Lily Light,,,,,Music,1,Finished Airing,"Jul 11, 2020",,,"[""Victor Entertainment""]",[],[],Original,[],"[""Music""]",,4 min.,G - All Ages,Minimalist visualizer directed by Takaharu Shimizu for the single White Lily Light by Japanese band Yogee New Waves.,
36088,https://myanimelist.net/anime/36088/Kaijuu,Kaijuu,5.43,222,,17824,475,0,"Kaisoku Tokyo, music station",かいじゅう,KAIJYU,,,,Music,1,Finished Airing,"Feb 10, 2012",,,[],[],[],Original,[],"[""Music""]",,1 min.,G - All Ages,"Official music video for Kaisoku Tokyo's song Kaijuu also released on their ""music station"" album. The video style is a homage to older Kaijuu films.",
40917,https://myanimelist.net/anime/40917/Kappapa,Kappapa,5.43,138,,20746,277,0,"Hirake! Ponkikki, Kappappa",カッパッパ,,,,,Music,1,Finished Airing,Apr 1985,,,"[""Fuji TV""]",[],[],Original,"[""Comedy""]","[""Music""]",Kids,2 min.,G - All Ages,Music video for the song Kappapa by Yumi Kojima that was featured on Fuji TV's Hirake! Ponkikki program. The video was animated by Kouji Nanke.,
33272,https://myanimelist.net/anime/33272/Nanocore_2016_Xinnian_Tebie_Ban,Nanocore 2016 Xinnian Tebie Ban,5.43,219,,17616,493,1,Nanocore: 2016 New Year Special,纳米核心 - 2016新年特别版,,,,,Music,1,Finished Airing,"Feb 4, 2016",,,"[""Coastline Animation Studio""]",[],[],Unknown,[],"[""Music""]",,5 min.,PG-13 - Teens 13 or older,A special Nanocore video celebrating the new year.,
37356,https://myanimelist.net/anime/37356/Outsider_Requiem,Outsider:Requiem,5.43,676,,13782,1245,3,Irodorimidori,-OutsideR:RequieM-,-OutsideR:RequieM-,,,,Music,1,Finished Airing,"Jan 23, 2018",,,[],[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,Official music video for the song Outsider:Requiem by the fictional band Irodorimidori . It is the 23rd song in the franchise and focuses on Naru Hakobe.,
36294,https://myanimelist.net/anime/36294/Kana_Kana_ka_na,Kana Kana ka na,5.42,114,,20721,278,0,"Minna no Uta, Is it Kana",かな かな かな,,,,,Music,1,Finished Airing,"Feb 7, 1978",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,"An official ""Minna no Uta"" music video for Saori Yuki's song Kana Kana ka na .",
36401,https://myanimelist.net/anime/36401/Kozou_no_Koushin,Kozou no Koushin,5.42,131,,20407,295,0,Minna no Uta,子象の行進,Baby Elephant Walk,,,,Music,1,Finished Airing,"Feb 5, 1976",,,"[""NHK""]",[],[],Music,[],"[""Music""]",Kids,2 min.,G - All Ages,"A Japanese rendition of Henry Mancini's song Baby Elephant Walk which was originally created for the 1962 American film ""Hatari!"".",
32844,https://myanimelist.net/anime/32844/Love_Will_Find_the_Way_Back_Home,Love Will Find the Way Back Home,5.42,193,,18963,389,0,,Love will find the way back home,,,,,Music,1,Finished Airing,"Sep 25, 2014",,,"[""Lastrum Music""]",[],[],Music,[],"[""Music""]",,3 min.,G - All Ages,"A music video for Juno Lee's song ""Love will find the way back home"".",
33910,https://myanimelist.net/anime/33910/Marine_Bloomin,Marine Bloomin',5.42,446,,15151,861,0,iMarine,Marine Bloomin',,,,,Music,1,Finished Airing,"Mar 24, 2016",,,"[""Sanyo""]",[],[],Game,[],"[""Music""]",,3 min.,G - All Ages,"A music video for the song ""Marine Bloomin'"", a part of the iMarine project which stars Umi Monogatari 's Marin.",
38808,https://myanimelist.net/anime/38808/Ok_Alright,Ok? Alright!,5.42,576,,14566,1013,0,"Irodorimidori, Ok? All Right!",オーケー？オーライ！,,,,,Music,1,Finished Airing,"Oct 18, 2018",,,[],[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,"It is a new school year at Maigahara Senior High School. As such, musically inclined students all across Japan aspiring to improve their talents come to study at this prestigious institution, partaking in various school festivals and events that it hosts annually. Enthralled by the live performance she saw last year, Nadeshiko Igarashi worked tirelessly to qualify and enter the academy. Now a first-year student, her musical journey commences alongside her trusty guitar. [Written by MAL Rewrite]","Official music video for the song Ok? Alright! by the fictional band Irodorimidori. It is the 33rd song in the franchise and focuses on Igarashi Nadeshiko. The song was included with the HaNaMiNa's CD titled "" 'STAR'T,"" released on October 24, 2019."
31057,https://myanimelist.net/anime/31057/Onaka_Hime,Onaka Hime,5.42,208,,15550,770,0,Stomach Princess,おなか姫,Princess Onaka,,,,CM,3,Finished Airing,"May 15, 2015 to Jun 20, 2015",,,[],[],"[""Echoes""]",Original,"[""Fantasy""]",[],,3 min. per ep.,G - All Ages,"The shorts tell the story of two twin princesses, Berry and Flora, whose mother died giving birth to them. The two grow up until their father chooses Berry to don the title of ""Onaka Hime,"" or Stomach Princess, who is endowed with the power to heal the kingdom's citizens of illness and make its women beautiful through using BifiX 1000. Flora is disheartened at not being chosen, yet continues her studies. When it seems Berry is yet unable to use the powers of BifiX 1000 to heal a woman who is ill, Flora steals the product to try to do it herself. When Berry finds out what Flora is up to, she takes the product back before Flora has a chance to try to use it. (Source: ANN)",
47913,https://myanimelist.net/anime/47913/Pan_no_March,Pan no March,5.42,112,,21767,219,0,"Pan no Machi, Minna no Uta",パンのマーチ,,,,,Music,1,Finished Airing,Dec 1969,,,"[""NHK""]",[],[],Unknown,[],"[""Music""]",Kids,2 min.,G - All Ages,Music video about making bread that was featured on NHK's Minna no Uta.,
41185,https://myanimelist.net/anime/41185/CP,CP,5.42,160,,20372,297,0,"the chef cooks me, Feeling",CP,CP,,,,Music,1,Finished Airing,"Jan 27, 2020",,,"[""Sony Music Entertainment""]",[],[],Original,[],"[""Music""]",,4 min.,G - All Ages,"Official music video for the chef cooks me 's song CP for their album Feeling that was released on October 2, 2019.",
37720,https://myanimelist.net/anime/37720/Dandy_Hitsuji_Shitsuji,Dandy Hitsuji Shitsuji,5.42,124,,20987,262,0,Minna no Uta,ダンディーひつじ執事,,,,,Music,1,Finished Airing,"Aug 1, 2017",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,A girl who has trouble sleeping counts sheep (hitsuji) thanks to her butler (shitsuji) who happens to be a sheep butler (hitsuji shitsuji).,
36372,https://myanimelist.net/anime/36372/Hiromi,Hiromi,5.42,167,,19781,332,0,Minna no Uta,ヒロミ,,,,,Music,1,Finished Airing,Apr 1980,,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,A song about a little girl named Hiromi who is the object of affection of a little boy.,
43446,https://myanimelist.net/anime/43446/Shiroi_Spitz,Shiroi Spitz,5.42,111,,21521,233,0,Minna no Uta,白いスピッツ,,,,,Music,1,Finished Airing,"Feb 1, 1998",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,Music video for the song Shiroi Spitz by Japanese band Beagle Hat that was featured on NHK's Minna no Uta program. The video was animated by Taku Furukawa.,
32564,https://myanimelist.net/anime/32564/Shounen_Sunday_CM__Tokiwa_Kitareri,Shounen Sunday CM: Tokiwa Kitareri!!,5.42,326,,15366,813,0,"Tokiwa Kitareri CM, Toki wa Kitareri!!",トキワ来たれり!!,,,,,CM,1,Finished Airing,"Jan 12, 2016",,,[],[],"[""J.C.Staff""]",Manga,"[""Action""]",[],Shounen,30 sec.,PG-13 - Teens 13 or older,A Tokiwa Kitareri!! commercial produced by J.C. Staff that serves as a promotion for the manga.,
36239,https://myanimelist.net/anime/36239/Sono_Me_ga_Mitsumeru_Mono,Sono Me ga Mitsumeru Mono,5.42,2266,,8309,6366,4,"That Which Our Eyes Gaze Upon, The One Piece That I Am Looking At",その目が見つめるもの,Sante FX x One Piece,,,,CM,1,Finished Airing,"Jun 19, 2017",,,[],[],"[""Toei Animation""]",Other,"[""Fantasy""]",[],Shounen,15 sec.,G - All Ages,"A web-exclusive collaboration between Santen an eye drops company and One Piece . The commercial is promoting the new Sante FX eye drops in a stylish Luffy model and Trafalgar Law model. On October 31, 2017 another commercial was released with the same animation but showcasing a Sanji model and Zoro model instead.",
52544,https://myanimelist.net/anime/52544/Shikisai_Kajou_no_Diary_Music,Shikisai Kajou no Diary Music,5.41,224,,18613,416,0,Irodorimidori,色彩過剰のダイアリーミュージック,,,,,Music,1,Finished Airing,"Jul 5, 2022",,,[],[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,Official music video for the song Shikisai Kajou no Diary Music by the fictional band Irodorimidori. It is the 76th song in the Irodorimidori franchise.,
42811,https://myanimelist.net/anime/42811/Shokubutsu_no_Kimochi-hen,Shokubutsu no Kimochi-hen,5.41,105,,21942,211,0,,植物の気持ち篇,,,,,CM,1,Finished Airing,2016,,,[],[],[],Original,[],"[""Music""]",,30 sec.,G - All Ages,"TV commercial for HYPONeX Japan's plant stock solution, which acts as both a fertilizer and pesticide.",
40345,https://myanimelist.net/anime/40345/Shounen_Sunday_CM__Devil___Devil,Shounen Sunday CM: Devil & Devil,5.41,207,,18195,445,0,,CM 小学館 少年サンデー「デビデビ」編,,,,,CM,1,Finished Airing,Nov 1998,,,[],[],[],Manga,"[""Action"", ""Comedy"", ""Supernatural""]","[""Mythology"", ""Super Power""]",Shounen,30 sec.,PG-13 - Teens 13 or older,Devil & Devil commercial for Shounen Sunday magazine.,
42619,https://myanimelist.net/anime/42619/Jyou_Jyou,Jyou Jyou,5.41,119,,21172,252,0,synapusyu,jyou jyou,,,,,Music,1,Finished Airing,Apr 2020,,,"[""TV Tokyo""]",[],[],Original,[],"[""Music""]",Kids,1 min.,G - All Ages,Music video animated by Takaharu Shimizu for the song jyou jyou by NINO and Evan Call that was featured in the music block of TV Tokyo's infant program synapusyu.,
35530,https://myanimelist.net/anime/35530/Mayuge_Dance,Mayuge Dance,5.41,118,,20839,270,0,"Eyebrow Dance, Minna no Uta",まゆげダンス,,,,,Music,1,Finished Airing,"Dec 1, 2016",,,"[""NHK""]",[],"[""Oddjob""]",Original,[],"[""Music""]",Kids,2 min.,G - All Ages,An eyebrows appreciation music video.,
19337,https://myanimelist.net/anime/19337/Momoya_x_Peeping_Life__Go_en_desu_yo,Momoya x Peeping Life: Go en desu yo!,5.41,231,,15756,731,0,Peeping Life: This Is Fate!,桃屋×Peeping Life ご縁ですよ！,,,,,CM,4,Finished Airing,"Apr 25, 2013 to May 16, 2013",,,[],[],"[""CoMix Wave Films""]",Unknown,"[""Slice of Life""]",[],,5 min. per ep.,PG - Children,This is a sketch drama consisting of four episodes on dating in collaboration with the leading food company Momoya.,
42722,https://myanimelist.net/anime/42722/Ofuroya-san_e_Tsuretette,Ofuroya-san e Tsuretette,5.41,105,,21797,218,0,Minna no Uta,おふろやさんへつれてって,,,,,Music,1,Finished Airing,"Dec 1, 1990",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,Music video for the song Ofuroya-san e Tsuretette by Yuuta Hashizume and the NHK Tokyo Children's Choir (NHK Tokyo Jidou Gasshoudan) that was featured on NHK's Minna no Uta program. The video was animated by Hiroshi Kuzuoka.,
41090,https://myanimelist.net/anime/41090/Start,"""Star""t",5.41,735,,13793,1241,0,"Irodorimidori, HaNaMiNa","""STAR""T","""Star""t",,,,Music,1,Finished Airing,"Oct 21, 2019",,,[],[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,"With the arrival of the second guitarist, Hana Katsuragi, the Light Music Club is finally complete! After renaming the band HaNaMiNa using the first syllables of the members' names, Hana, Nanase, Minae, and Nadeshiko set out for the quartet's first live performance. [Written by MAL Rewrite]","Official music video for the song "" ""Star""t"". It is the 46th song in the franchise. The song was included with the HaNaMiNa's CD of the same name, released on October 24, 2019."
40699,https://myanimelist.net/anime/40699/Ai_no_Tabidachi,Ai no Tabidachi,5.41,177,,18803,401,0,Minna no Uta,愛の旅立ち,,,,,Music,1,Finished Airing,"Dec 2, 1989",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,Music video for the song Ai no Tabidachi by Anna Saeki that was featured on NHK's Minna no Uta program. The video was animated by Fumio Ooi.,
42650,https://myanimelist.net/anime/42650/Ame_Nochi_Special,Ame Nochi Special,5.41,150,,19909,324,0,Minna no Uta,雨のちスペシャル,,,,,Music,1,Finished Airing,"Oct 1, 1997",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,4 min.,G - All Ages,"Music video for the song Ame no Chi Special by Mariko Kouda that was featured on NHK's Minna no Uta program. The video features animation by Fumio Ooi, blended with live footage of scenery.",
42865,https://myanimelist.net/anime/42865/Ashi,Ashi,5.41,208,,18327,437,0,Stand on Your Own Two Feet,足,,,,,Music,1,Finished Airing,"Oct 18, 2011",,,[],[],[],Original,[],"[""Music""]",,3 min.,G - All Ages,"Music video for the song Ashi by Kuricorder Quartet that was featured on their album ""Hitsuji Dorobou"".",
29897,https://myanimelist.net/anime/29897/Beer_Mukashi_Mukashi,Beer Mukashi Mukashi,5.41,260,,16778,581,0,,ビールむかしむかし,,,,,PV,1,Finished Airing,1956,,,"[""Dentsu""]",[],[],Original,[],"[""Historical""]",,12 min.,G - All Ages,A short puppet animation movie by Tadahito Mochinaga.,
25991,https://myanimelist.net/anime/25991/Bishoujo_Mobage__Mobami-chan,Bishoujo Mobage: Mobami-chan,5.41,1251,,10943,2879,1,,美少女Mobage モバミちゃん,,,,,PV,1,Finished Airing,"Aug 14, 2014",,,[],[],"[""Trigger""]",Game,[],"[""Music"", ""Video Game""]",,1 min.,PG-13 - Teens 13 or older,"DeNA promotional anime video for its line of mobile game. The mascot character for the line of games is called Mobami (a combination of ""mobile"" and ""beauty."") (Source: ANN)",
35666,https://myanimelist.net/anime/35666/Chameleon,Chameleon,5.41,143,,19579,345,0,Minna no Uta,カメレオン,,,,,Music,1,Finished Airing,"Aug 2, 1984",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,A chameleon tries to catch the moon at night with his tongue and eventually turns into a beautiful shining golden color.,
32854,https://myanimelist.net/anime/32854/Fr_day_Night,Fr/day Night,5.41,390,,15944,701,0,Friday Night,FR/DAY NIGHT,,,,,Music,1,Finished Airing,"Jul 9, 2015",,,"[""Toy's Factory""]",[],[],Original,"[""Comedy""]","[""Music""]",,4 min.,PG-13 - Teens 13 or older,"A music video for the Phatmans After School song ""Fr/day Night"".",
39281,https://myanimelist.net/anime/39281/Gift_nor_Art,Gift nor Art,5.41,408,,15801,725,1,HSP&Tripshots ft. Hatsune Miku,,,,,,Music,1,Finished Airing,"Nov 28, 2012",,,[],[],[],Original,[],"[""Music""]",,6 min.,G - All Ages,"Music video for the song Gift nor Art by Tripshots, featuring Hatsune Miku.",
32618,https://myanimelist.net/anime/32618/Hietsuki_Bushi,Hietsuki Bushi,5.41,242,,18286,439,0,Hietsukibushi,ひえつき節,Hietsuki Bushi,,,,Music,1,Finished Airing,2011,,,[],[],[],Music,"[""Fantasy"", ""Sci-Fi""]","[""Music""]",,3 min.,PG-13 - Teens 13 or older,"A traditional Japanese song meets science fiction, future agriculture, teenage story, blip music and eccentric animation in a story of quantum physics across time. (Source: Far East Recording, YouTube)",Hietsuki Bushi is based on the Miyazaki Prefecture folk song of the same name. It won the Japan Media Arts Festival Entertainment Division's New Face Award in 2011.
55204,https://myanimelist.net/anime/55204/1985,1985,5.4,169,,19961,321,0,,1985,1985,,,,Music,1,Finished Airing,"Mar 21, 2023",,,"[""Mirrorball Music""]",[],[],Original,"[""Avant Garde""]","[""Music""]",,6 min.,G - All Ages,Music video for MOHOME's song 1985 .,
36580,https://myanimelist.net/anime/36580/Boku_wa_Shitteru_yo,Boku wa Shitteru yo.,5.4,201,,18184,446,1,,ぼくは知ってるよ。,,,,,CM,1,Finished Airing,"Jun 21, 2017",,,[],[],"[""Pops Inc.""]",Original,"[""Slice of Life""]","[""Pets""]",,3 min.,G - All Ages,A web anime created for the Dotwan dog food company. The episode illustrates the daily life of a family and their dog.,
35735,https://myanimelist.net/anime/35735/Bussouna_Yoru,Bussouna Yoru,5.4,149,,20476,291,0,,物騒な夜,Troubled Night,,,,Music,1,Finished Airing,"Mar 9, 2016",,,[],[],[],Unknown,[],"[""Music""]",,4 min.,G - All Ages,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,
35782,https://myanimelist.net/anime/35782/Catch__Tsugi_no_Natsu_ga_Kuru_You_ni,Catch: Tsugi no Natsu ga Kuru You ni,5.4,144,,20124,310,0,Minna no Uta,キャッチ　～次の夏が来るように～,,,,,Music,1,Finished Airing,"Aug 3, 1993",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,A young couple enjoys the summer beach side and hope that their next summer is just as fun and full of love.,
37138,https://myanimelist.net/anime/37138/Cute_Kenkyuukai,Cute Kenkyuukai,5.4,124,,21431,238,0,Cute Kenkyukai,きゅーと研究会,,,,,Music,1,Finished Airing,"Jan 9, 2015",,,"[""Felicity""]",[],[],Original,[],"[""Music""]",,3 min.,PG-13 - Teens 13 or older,"Music video for the song Cute Kenkyuukai by Otogivanashi (おとぎ話) from their 2015 album ""Culture Club."" Directed by Necony Cobain.",
30534,https://myanimelist.net/anime/30534/Fen_Qing,Fen Qing,5.4,214,,18405,430,0,,焚情,Burn This Love,,,,Music,1,Finished Airing,Jan 2015,,,[],[],[],Unknown,[],"[""Music""]",,4 min.,PG-13 - Teens 13 or older,"The official music video for ""Burn this Love"" by Jeff Cheung, the ending of Qin's Moon season 5.",
49941,https://myanimelist.net/anime/49941/Gundam_UC_x_Nike_SB,Gundam UC x Nike SB,5.4,384,,14895,927,6,,,,,,,CM,1,Finished Airing,"Sep 21, 2021",,,[],[],"[""Sunrise""]",Original,[],"[""Mecha""]",,45 sec.,G - All Ages,A special PV advertising Gundam Unicorn themed Nike Sneakers with original animation by Sunrise.,
34373,https://myanimelist.net/anime/34373/Himitsukessha_Taka_no_Tsume__Teikyou_Kakutoku_Daisakusen_-_Sakusen_Kaigi,Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,5.4,109,,18166,447,0,"Eagle Talon, The Frogman Show, Suntory",秘密結社 鷹の爪 提供獲得大作戦 作戦会議第,,,,,CM,12,Finished Airing,"Oct 5, 2009 to Jan 7, 2010",,,[],[],"[""DLE""]",Original,"[""Comedy""]","[""Parody""]",,1 min. per ep.,G - All Ages,"Due to a sponsor issue, Himitsukessha Taka no Tsume Countdown had a Suntory designated advertising campaign that was posted online the same day as it aired on TV Asahi's airing of the main anime (but not for any other TV channel). The ads were also included on the DVD release of the main anime.",
36354,https://myanimelist.net/anime/36354/Saraba_Seishun,Saraba Seishun,5.4,141,,19885,325,0,Minna no Uta,さらば青春,,,,,Music,1,Finished Airing,"Jun 4, 1975",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,"A retrospective of a long journey on a great open highway. The time spent, the people they see, the billboards they gaze upon, and the records the go through.",
9910,https://myanimelist.net/anime/9910/Shokichi_Monogatari,Shokichi Monogatari,5.4,209,,18464,425,0,,小吉物語,,,,,Music,1,Finished Airing,"Nov 11, 2009",,,[],[],[],Unknown,[],"[""Music""]",Kids,5 min.,G - All Ages,A music video created by married artist unit Uruma Delvi about a stray dog named Shokichi.,
36081,https://myanimelist.net/anime/36081/Tengoku,Tengoku,5.4,163,,19768,333,0,Lai Lai Lai Team,天国,Heaven,,,,Music,1,Finished Airing,"Apr 16, 2012",,,[],[],"[""Onionskin""]",Music,[],"[""Music""]",,3 min.,G - All Ages,Official music video for Lai Lai Lai Team's song Tengoku which was included on the album of the same name.,
37075,https://myanimelist.net/anime/37075/Yuki_Matsuri,Yuki Matsuri,5.4,197,,19267,365,0,Minna no Uta,雪祭り,,,,,Music,1,Finished Airing,"Dec 3, 1984",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,Children celebrate the winter festival. They get to play in the snow and eat yaki mochi.,
34685,https://myanimelist.net/anime/34685/Kekkon_Soudan_Sho,Kekkon Soudan Sho,5.4,142,,20405,295,0,"Marriage Agency, Marriage Consultation Office, Kojima Mayumi",結婚相談所,,,,,Music,1,Finished Airing,"Jul 21, 1995",,,"[""Pony Canyon""]",[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,Official music video for Kojima Mayumi's Kekkon Soudan Sho single.,
36351,https://myanimelist.net/anime/36351/Kotatsu_Musume_de_Teketekete,Kotatsu Musume de Teketekete,5.4,117,,20962,263,0,Minna no Uta,こたつむすめでテケテケテ,,,,,Music,1,Finished Airing,"Dec 2, 1988",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,A little girl gets a kotatsu stuck to her.,
8752,https://myanimelist.net/anime/8752/Message_Song,Message Song,5.4,240,,17651,489,0,Minna no Uta,メッセージ・ソング,,,,,Music,1,Finished Airing,"Dec 1, 1996",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,A lively Christmas song from Pizzicato 5 for NHK's Minna no Uta.,
32788,https://myanimelist.net/anime/32788/Ningyo_no_Hanashi,Ningyo no Hanashi,5.4,179,,19570,345,0,Tale of the Mermaid,人魚のはなし,,,,,Music,1,Finished Airing,"Oct 14, 2014",,,"[""Amuse""]",[],[],Original,"[""Fantasy""]","[""Music""]",,4 min.,G - All Ages,"Music video for Frederic's song ""Ningyo no Hanashi"".",
32073,https://myanimelist.net/anime/32073/Otoshidama,Otoshidama,5.4,120,,20577,286,0,Minna no Uta,お年玉,,,,,Music,1,Finished Airing,"Dec 2, 1997",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,2 min.,G - All Ages,"A music video for the song ""Otoshidama"" by Hikari Ishida. Aired as part of NHK's Minna no Uta program.",
37355,https://myanimelist.net/anime/37355/Irotoridori_no_Melody,Irotoridori no Melody,5.39,652,,14049,1156,0,Irodorimidori,イロトリドリのメロディ,,,,,Music,1,Finished Airing,"Dec 18, 2017",,,[],[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,"Despite her genuine efforts, Nagi Kobotoke seems to be getting nowhere nearer toward fulfilling her dreams. Even so, she believes there are many ways to tackle her difficulties. As she looks forward to the future, the multicolored melodies within her music will guide her in the long journey ahead. [Written by MAL Rewrite]","Official music video for the song Irotoridori no Melody by the fictional band Irodorimidori. It is the 22nd song in the franchise and focuses on Nagi Kobotoke. The song was included with the third full Irodorimidori album titled ""Sotsugyou,"" released on September 26, 2018."
29353,https://myanimelist.net/anime/29353/Kimi_wa_Tomodachi,Kimi wa Tomodachi,5.39,219,,18538,421,0,"You're My Friend, Ken Hirai PV",キミはともだち,,,,,Music,1,Finished Airing,2004,,,[],[],[],Music,"[""Adventure"", ""Fantasy""]","[""Music""]",,5 min.,G - All Ages,Official music video for Ken Hirai's Kimi wa Tomodachi single directed by Itou Yuuichi.,
36400,https://myanimelist.net/anime/36400/Koinu_no_Plue,Koinu no Plue,5.39,161,,19624,342,0,Minna no Uta,小犬のプルー,,,,,Music,1,Finished Airing,"Feb 4, 1972",,,"[""NHK""]",[],[],Original,[],"[""Music"", ""Pets""]",Kids,2 min.,G - All Ages,A man plays with his puppy through the different seasons but the dog passes away. The man feels blue that he lost his best friend but doesn't regret the time he spent with it.,
38886,https://myanimelist.net/anime/38886/Krosna,Krosna,5.39,174,,19758,334,0,,Krosna,Krosna,,,,Music,1,Finished Airing,"Jun 5, 2017",,,[],[],"[""Eallin""]",Original,[],"[""Music""]",,4 min.,G - All Ages,Music video by Kousuke Sugimoto for the song Krosna sung by Czech artist Barbora Poláková for the album sharing her name.,
36384,https://myanimelist.net/anime/36384/Mama_no_Kekkon,Mama no Kekkon,5.39,111,,21223,250,0,Minna no Uta,ママの結婚,,,,,Music,1,Finished Airing,"Jun 1, 2002",,,"[""NHK""]",[],[],Original,[],"[""Music""]",Kids,4 min.,G - All Ages,A young girl sings about her mother's re-marriage and how happy she feels that her mom found love.,
52531,https://myanimelist.net/anime/52531/MELtin_17,MELtin' 17,5.39,224,,18586,418,1,Irodorimidori,MELtin' 17,,,,,Music,1,Finished Airing,"Mar 2, 2021",,,[],[],[],Original,[],"[""Music""]",,2 min.,G - All Ages,Official music video for the song MELtin' 17 by the fictional band Synthesizer Laboratory. It is the 61st song in the Irodorimidori franchise and focuses on Serenade Kikyou.,
31641,https://myanimelist.net/anime/31641/Niedola,Niedola,5.39,357,,16080,678,1,,Niedola,,,,,Music,1,Finished Airing,2012,,,"[""Virgin Babylon Records""]",[],[],Original,[],"[""Music""]",,5 min.,PG-13 - Teens 13 or older,"The music video to matryoshka's Niedola, directed by Mitsuyuki Ishibashi.",
55561,https://myanimelist.net/anime/55561/Okamoto_Zero_One_CM_Kyouryuu-hen,Okamoto Zero One CM Kyouryuu-hen,5.39,130,,21227,250,1,,オカモトゼロワンCM 恐竜篇,Okamoto Zero One CM Dinosaur Edition,,,,CM,1,Finished Airing,"Jan 13, 2016",,,[],[],"[""Transistor Studio""]",Original,"[""Comedy"", ""Ecchi""]",[],,30 sec.,PG-13 - Teens 13 or older,A commercial for Okamoto Zero One condoms.,
43602,https://myanimelist.net/anime/43602/Ookina_Furudokei_1973,Ookina Furudokei (1973),5.39,121,,21466,236,0,Minna no Uta,大きな古時計,,,,,Music,1,Finished Airing,"Jun 18, 1973",,,"[""NHK""]",[],[],Music,[],"[""Music""]",Kids,2 min.,G - All Ages,"The second release of the Japanese version of the 1876 song My Grandfather's Clock by American composer and songwriter Henry Clay Work that was broadcast on NHK's Minna no Uta program. It was again performed by Sumito Tachikawa and the Nagato Miho Kagekidan Jidou Gasshoudan (Miho Nagato Opera Children's Choir), but this time featured animation by Yoshiyuki Takeguchi.",
39694,https://myanimelist.net/anime/39694/Pocari_Sweat_x_Fuji_Rock_Festival_’17,Pocari Sweat x Fuji Rock Festival ’17,5.39,235,,17338,521,0,,ポカリスエット × FUJI ROCK FESTIVAL’17,,,,,CM,1,Finished Airing,"Jul 13, 2017",,,[],[],[],Original,[],"[""Music""]",,30 sec.,G - All Ages,A collaborative web commercial between the Japanese sports drink brand Pocari Sweat and the 2017 Fuji Rock Festival. It was posted to their official Facebook page May of 2017.,
36091,https://myanimelist.net/anime/36091/Ghana,Ghana,5.39,175,,19647,341,0,D.A.N.,Ghana,Ghana,,,,Music,1,Finished Airing,"Jul 6, 2015",,,[],[],"[""INS Studio""]",Original,[],"[""Music""]",,4 min.,G - All Ages,Official music video for D.A.N.'s song Ghana also released on their EP album.,
